bisentiment,cleaned_review,words,sentences
0,admittedly  tune hope see beefcake shot james brolin . unfortunately   early  rest movie tame  ultimately little sense.the story   center nick julie atkin  couple marriage year beginning grow stale . nick  successful businessman focus work point neglecting julie  try fill void go school . julie longing passion nick early marriage begin shape form powerful sexual fantasy block reality minute time  cause thing like burn breakfast misplace husband paper . fantasize husband  movie progress  begin fantasize man  encounter random stranger meet . culminate act fantasy disastrous consequence marriage . husband rebuild relationship ? worth save ?  br this interesting premise  execution bland wonder bother . character develop . motive explain . background information give . exploration julie get point control  explanation offer future . end product muddle mess confuse julie fantasy  surprisingly underdeveloped.the act mixed bag . donna mills julie material give  continual self pity strident awhile . james brolin act read line cue card  anger wife infidelity hard buy  show little passion issue . support role forgettable.disappointing treatment interesting story . pity  offer eye candy promise .,196,18
1,"north south  1985  patrick swayze  james read  lesley anne  wendy kilbourne  terri garber  kirstie alley  genie francis  phillip casnoff  jean simmon  john stockwell  lewis smith  david carradine  inga swenson  jonathan frake  wendy fulton  erica gimpel  tony frank  jim metzler  olivia cole  andy stahl  william ostrander  george stanford brown  robert mitchum  morgain fairchild  johnny cash  hal holbrook  gene kelly  david ogden stier  john anderson  lee bergere  olivia de havilland  elizabeth taylor  forest whitaker  robert jones  . director richard t. heffron  teleplay . paul f. edwards  patricia green  douglas heyes  kathleen a. shelley.based john jake successful paperback novel "" north south ""  "" love war "" "" heaven hell ""  mini series television 1985 1987 . success owe success "" root "" similar civil war era  slavery soap opera televise decade early 70 . patrick swayze  begin career time film like dirty dancing famous  star orry main  plantation bear young man south carolina set west point . meet george hazard  james read  suppose hate enemy  yankee north  bond closely . soon  main south hazard north friend despite turbulent era lead civil war . theme family  friendship right thing nation fall apart heart soap opera action romance . clariss ashton  jean simmon teri garber  portray sister enemy marry yankee billy hazard  john stockwell . garber bitchy  seductive  manipulative  ambitious evil ashton fun watch screen . series cover jake ' novel  condense version change thing sort historical romance history lesson attach . character find major civil war scene harper ferry abolitionist feminist virgilia hazard  kirstie alley  lose love life  ex slave grady  fort sumter  vicksburg  antietam  gettysburg  appomatox privy white house abraham lincoln  hal halbrook  battle war conscience  meet prominent player include lee  grant  sherman  jackson davis . veteran hollywood actor golden era robert mitchum  elizabeth taylor olivia de havilland cameo interesting . historical fact  historical fiction purely dramatize entertainment . get cliffhanger ending beautiful cinematography  costume location . like watch epic movie run long go wind war scene ! script bad time act good  despite good casting . swayze hams terri garber performance  like kirstie alley  james read  george hazardand leslie anne downes beautiful strong madeline good performance . shot set southern locations.the music enchant feel good film root good guy watch villain scheme ultimately comeuppance . fan civil war movie jake novel watch . available dvd vhs .",466,21
0,believe watch expect . start ok . movie push limit reality way far ! ! somewhat realistic . rip movie mention joshua project . know computer hate movie . good message  watch big brother ! ! ! movie make like big brother way big actually reality . aggravate . actor completely bad . act pretty good . act bad . script ok point completely mess part . movie play convenience minute . like say  believe watch expect . think go to pop original earth . q,88,17
0,r.i.c.c.o . stupid film . believe father buy crap . film da get . film wide know  trust  1 spot imdb worst.the act horrible scary  horror . piece s    horror . urban action  funny  swore comedy . people get shoot help laugh . person review hope . vote hope  1 spot worst ! ! ! ! ! ! !,66,10
0,"think finish year give single movie "" bomb "" rating  friend bring notorious turd house night . fear bad know reputation  god awful anticipate . mexican mess  dub english  produce k. gordon murray . get terrible set effect  feature frightening santa operate north pole  instead cloud outer space  little elf help toy different group child practically country . open sequence  st . nick chuckles heartily observe monitor show kiddy work hard singe terrible holiday song variety language  forever  story . obviously  santa claus observe child labor laws!eventually nasty slinky red suited apprentice devil travel hell earth  little kid naughty turn santa christmas eve round nightmare . watch movie trippy twisted experience  bind frighten little child turn santa claus holiday forever . oddly  jesus christ mention christmas film  make creepier context bizarre thing go . easily make personal list "" bad movie see ""  sure unique .",162,10
1,"stargate sg 1 spin sort 1994 movie "" stargate . "" glad decide expand subject . get rolling episode  retired jack o'neill gate meet old companion  dr . daniel jackson . episode  meet samantha carter  intelligent individual let walk  teal'c  quiet  compassionate warrior defy false god join team .  br the main bad guy call gouald  parasite insert brain  control evil deed . gouald massive power deem "" system lord . "" warrior gouald call jaffa  house parasitic gouald body gouald insert person brain.through episode  sg 1  exploratory team comprise jack  daniel  teal'c  sam  wormhole instantly transport planet  device call stargate  encounter new culture bad guy . episode world  mean stargate episode deal press issue earth.through year  start decline sg 1 team close knit  character building story line .  turn mean world episode  perfectly understandable.my rating  8.7510 while good  instance story line getting wrap emphasis gate travel year .  notch science fiction !",180,12
1,account time period film . 1995 . rapper  add flair it.remy socially awkward teen trying find way  meet befriended nazi . take . nazi awkward  like gang  fill void miss economic  social  emotional  . michael rappaport play perfectly.omar epps hot shot track star  questionable work ethic chip shoulder . keep try feel sorry plight  girlfriend professor straighten it.kristen young white girl try find try fit  date rape . find self experiment sexuality  getting involve politically.this film deal racism like thing deal racism  people perspective come play.i read comment ' evil ' black character evil white  nazi  . ? remy portray evil  try find way  keep fail skinhead accept . scared  sad devolve . say right kill  mean  want engineer.ice cube busta rhyme angry black man  ice cube somewhat intellectual  busta rhyme portray dumb thug . show consideration roommate  generally appear like white people . angry like nazi level nazi term overall badness . sorry make unfair  black group like nazi ? no.people show white bad black  good . true  bad white character nazi police  true real life . kristen good girl  boyfriend  omar epps roommate  good guy  remy good guy  misguided.omar epps  ice cube busta seriously flawed character  angry inconsiderate . constant harassment police justify anger . remy inability fit justify anger well.good movie  . like movie deal racism  great piece discussion going.i think cube busta coulda beat nazi .,265,21
1,""" dangerous offender "" story seemingly anti social girl  get way . base true story  irritated note depiction i.e. scowling  title character  hard believe dedication lawyer  force accept life imitate art  people like that.the movie succeed    little soften title character demeanour end  gradually move sympathy  movie show get present state prove self destructive  anti social.truly move movie  bring lump throat  think often.despite flawsinclude hard watch   bodily function  suicide attemptsthis production proud canadian .",87,3
0,let start terrible storyline awful control system . good animation good graphic . give game 4 10 . game need improvement ask ! ! ! remake control system well jaw damn hard control . improve graphic look well movie . drive crazy getting kill freaking easy . play get kill diver flick knife 2 hit . dolphin kill shark beg hell . game suck fat ass . sorry cussing think . game suck bad take store shelf . dare play garbage probably mad die easy play ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,102,13
0,"go movie little term expectation . go girlfriend friend  explain story grudge 1 .  leave impression explain plot  doubt better.let summarize trailer let know  asian lady sarah michelle gellar . luckily  long . decision save career.the movie story line  sense . bad  develop . start understand  die story get leave . okay  kill people scary  leave confused attempt plot development frighten . jump forth story line  relate . ? ! ? !  sound effecttt timing story displace  tell right start movie go twist end . prepareddd . oh wait . sorry  fight club vertigo quality twist  come mile away . probably envision well twist head . hire . instead girl make "" surprising "" appearance  maybe michael jackson instead ? scary movie 4 scared crap me.the kill sequence terribly . unlike horror movie past  killer pop  closet door example  theatre jump  subsequently fat guy spill popcorn neck lack frightening pop up . zoom random asian woman kid  know exactly come . instead have music loud  quiet  pop psyche  music actually give time scary scene . know come  will scare me.the movie begin explain "" grudge ""  person kill fit rage  curse place location kill . asian lady curse mother significance story ? grudge move country ? movie absolutely terrible.all leave begrudge friend make go see animate pixar movie . scary .",248,24
1,"junior high high school teacher find "" cure "" excellent teaching tool  companion "" huckleberry finn "" stand lesson . aid suppose main theme  strong sup text friendship love  evolve eric dexter  powerful message teenager . write prompt center symbolism tennis shoe particularly effective . suggest direct class discussion eric evolve manipulative user love friend .",60,4
0,horror channel play erotic soft porn gothic flick night 10 pm till 4 morning  ' scare ' factor limit  exist . fact sure find multi million pound lottery win scary channel offer.the bloodsucker lead dance deserve special mention feel  undisputed low channel low . begin tell bad film  purpose complete minimum 10 line demand site  go.firstly title mislead bear resemblance action screen . fact film call ' toothbrush ' ' wallpaper ' plot . toothbrush . wallpaper.there bloodsucker miles s bad dance  . sure make different film mistake here.a suitable title  ' horny italian count lead people scary castle bore silly ninety minute . ' yes fit better.the act terrible dubbing appalling  guy play seymour wooden walk character . abysmal.the saving grace film small slightly interesting lesbian sex scene  small interesting heterosexual sex scene  add attraction single female character get kit . bonus.otherwise steer wide birth away . vampire  dancing  scene brutal gruesome nature way god earth   watch again.no word lie  film motion picture life .,180,10
1, category  good movie see . forget hollywood movie suck art ! moon child story start kei japanese vampire  loathe live denial . wish final death lead mallepa  refugee asian country live .  meet sho  orphan living street.from  movie intense experience basis visual emotional movie .  laugh  cry  angry  excited  sad  happy . movie touch way movie . actor amazing hear speak language sound strange . big praise editor create masterpiece .  br a comment brilliant movie  star gackt  ex vocalist malice mizer  hyde  vocalist l'arc  en  ciel  excellent role sho kei . amazed gackt change way speak act depend age acting out.this . film  moon child  crow  brandon lee  newly release masterpiece final fantasy vii advent child . original language  course !,148,12
0," disney manage child movie totally ignore background . thing common original gadget cartoon name . glare error character penny book  brain reduce character fancy prop  dr claw evil villain  etc . . horror start minute film have gadget security guard call john brown help identify classic inspector gadget . right begin disney blatant attempt turn story love affair man woman introduce brenda  serve movie disney compatible . add fact "" claw "" see film classic dr claw diagonally opposite go near original storyline . help well storyline replace guess  disney fail . movie gadget act silly silliness sake lust brenda . add insult injury  disney introduce "" new "" gadgetmobile look  function think like old gadgetmobile  canonical "" comic relief "" figure . disney obviously recognise gadget cartoon comedy  film comedy  take clever running gag  like assignment paper explode chief face  replace gadget moron  gadgetmobile wise ass  "" claw "" show . tell disney "" child movie "" imply "" total lack brain usage "" . gadget target child 10 12 year . child 10 12 month like movie . movie suppose   repeat  real inspector gadget . love old gadget  hate .",210,16
0,"see film reason  tagline "" upset head dead ! "" crack . surprising silly horror comedy run steam tape box  wrings laugh oddball premise cast character  eagle eye human radar  huge strongman  big breast sexual magnet mind control huge head chair  happy family blackmail murderous scumbag . look like promise mixture ham cheese clear character joke wonder plot pretty ordinary  erm  ignore giant head .",73,5
1,israeli  palestinian conflict persist world aware violence surround division country  clue aspect division group people want peace work eradicate separation . eytan fox  bubble  ' ha buah '   create need alternative viewpoint schism  elect tell story contain fine humor  lot love  taste brutal reality . window situation beg understanding.in tel aviv close friend roommate  lulu  daniela virtzer   beautiful young woman strong opinion  yali  alon friedman   ' ' gay young man work popular caf  noam  ohad knoller   handsome  somewhat shy fellow  addition day job music shop  member national guard spend free time serve guard city checkpoint . guard duty weekend meet young palestinian name ashraf  yousef ' joe ' sweid   mutual attraction occur . friend decide ' stowaway ' illegally present ashraf  nickname israeli  ashraf noam settle love relationship  yali hire ashraf caf  yali lulu proceed find love interest  . go ashraf return home sister wedding . tel aviv ashraf able openly gay noam  life far different jerusalem  ashraf tell marry sister groom sister . attempt rescue ashraf fate  noam lulu disguise french reporter gain access ashraf . moment suppose seclusion  noam ashraf discover kiss groom  act give cause blackmail order ashraf remain ' closet'.while young people tel aviv dancing event raise attention peaceful coexistence  attack occur jerusalem grave consequence immediately  revenge mission ashraf assume . end tragic level underline problem country is.the act natural comedic tragic aspect audience completely believe beautiful young people . story find right balance lighthearte balance make eytan fox fine writer  director . people watch important fine film . hebrew  arabic  english subtitle . grady harp,297,15
1,"robin hood  man tight worth watch  recently watch cary elwe fan  lead role . moment crack hard ! expect know  funny  2nd time fall chair cast great  course especially robin locksley  cary  blinkin sheriff little john  let fool  veryy big ! lol  else!there moment course  film try comedic scene necessarily laugh  . ok.this second time cary elwe patrick stewart appear film way  work "" lady jane "" 1986  fun  7 year later  old  awwww.it definitely worth watch  hilarious !",98,5
0,"1979 lucio fulci release film zombi .  early import george romero dawn dead  go italian release  retitle zombi 2 .  bonus let audience think sequel second romero movie  . continue theme  second zombi film  call zombi 2  consequently title zombi 3 . uk  original zombi film   zombi 2  title "" zombie flesh eater "" . continue theme  second zombi film  zombi 3  title "" zombie flesh eater 2 "" uk release .  follow ?  zombie flesh eater fulci dawn  2 day dead ? flippant observation  tale military compound  helicopter plod narrative certainly bear vague thematic resemblance.some fulci european direction compel film like  act  dub exposition heavy script absolutely horrendous . ecological message force overstate long consider subtext   unintentionally  hilarious bird homage . combine element mor 80 rock good idea . reason stop think time ape  q.v .  time watch . obviously good thing.while rival topless scuba diving  shark wrestling zombie eyeball splinter  fulci misogynistic leaning work hotel clean mouth ground mirror gush blood . fannish gore predilection hand sever . theme combine woman face rip  zombie  zombie foetus tear pregnant woman stomach.production wise  obviously step zombi  come year later .  year worldwide release term  . original low key charm struggle  stefano mainetti music inappropriate uninspired . fabio frizzi score good thing ' 79 movie . zombie attack play sound unnervingly like bonnie tyler "" hold hero "" . middle carnage irksome love interest  roger kenny  bland macho type acrobatic urgency constantly state obvious .  "" ammunition "" stall gun particular standout  . fall zombie . low key  fulci original truly magnificent  rot zombie . skull face  worms eye socket . behold . contrast  dull follow opt traditional "" man bit paint face "" option .  br the climax rips romero movie funny  use dj crass cheap narrative device . contain element outrage gratuitous nudity  unlikely cult appeal .  br it turn fulci actually walk project reportedly direct minute  rest film bruno mattei . fairly sure fulci balk ludicrous "" fly zombie head "" scene  credit director have good sense leave . unfortunately   film title release  majority people leave impression fulci film . scale major setback  movie commit imagine fulci regard bad crime  boring .",416,32
1,open film bach toccata aural hint unfold intense drama . compositional devices bach perfect listener  performer  intrigue entertain apply film . mutual tenderness lead character lead female final scene feel justified state rape victimizer feel forewarn cad . mamet compellingly explore emotional chasm difference gender feel clueless actually compliment give healthy sense humor . mamet develop healthy humorous interaction gender wonder work end ? exist somber mean spirited .,71,6
1,amazing combination love psyche young people.presente sublime manner definitely touch heart.a rare combination sequel surpass prequel storytelling intensity emotions.the movie affirm faith love pain separation . joy see beloved unparalleled sacrifice . ethan julie essay eternal character simplicity give movie sheer joy love watch . movie people believe true love . far romanticat  movie time .,57,5
1,"finish impressively nutty affair whilst good hype mind effective time pretty nasty piece brain warp misogyny fuel j trash . story tell poor gal search sister wind getting rape drug yakuza scumbag  helpful lady doctor set avenge  bizarrely gruesome fashion similar bout rape drug . oh yeah bit straightforward sex  sadly soft core  japanese disapproval belt nudity  pixelation minimal  fact noticeable hilarious blow job scene . writer  director kazuo "" gaira "" komizu fail create especially compelling tale pretty scuzzy stuff  dive early filth pretty unsettling rape  bad fact gal look kinda young  pretty sure age  .  pretty professional look stuff  maybe stylish certain flair content handle reasonably  particular kudo largely avoid have employ pixellation . thing sex  rape base third sharp runtime pretty watchable groove fare  get bit numb lady easy eye reasonably harsh time . music  yichi takahashi occasionally effective  hardly key spot complement action neatly  rate notice . important effect  nobuaki koga  pack impressively splattery punch appear  help lunatic nature climactic shenanigan . thing pull curiously affect end  sure ai weepy  film gutter level runtime relatively poignant . altogether pretty entertaining diversion mean spirited trash fan  especially taste japanese rapey adventure . long revenge section gore  point  brain  hey  kept watch pretty nicely stock memorably wtf moment . dig sort degenerate junk  probably worth  maybe expect second come .",253,12
0," site  write good version works jane austen  simply read . agree .  love adaptation great literature current writer ' strike bring mind good writer  hard actor bring role life . current version jane austen persuasion show happen good foundation write adaptation . version compare 1995 version amanda root ciaran hind  act keep essence era constraint character  exception bizarre parade  kiss street scene bath  . 2007 version show twitty anne angst ridden . character develop crime  consider austen paint wonderful character carefully choose understatement . sequence event sense novel completely toss  mrs . smith  anne bedridden impoverish schoolmate walk bath twitter away  character . strength character intelligence captain wentworth  cause anne love place  write rupert penry jones ' wentworth . ciaran hind substance able convey look  p j able pose .  2007 version disappointment . reduce novel hand wringing  costume melodrama debatable worth . want bring modern emotional extravagance austen work  adaptation shakespeare  adapt present . "" bride  prejudice "" take historical  locational settings fun watch  "" clueless "" . persuasion  know .",196,16
1,feel balanced show jehovah witness protect american freedom . show strong faith family generation witness . appreciate show jehovahs witness affect non witness family member hard accept fact celebrate holiday  sad non witness family think have witness family family dinner  visit gift time holiday birthdays . come medical care witness want expect high standard medical care  people forget blood transfusion allow sloppy medical care surgery bloodless treatment cause medical team highly skilled train  prefer treat love one ? highly recommend video !,86,5
0,give 1 . plot twist sure root . total mayhem . get kill nearly . tired cross hair change view . plot away . convolute insane . pay demand money . wish review honest .,35,9
1,little afraid go cinema movie .  tough movie comicstrip episode adventure french great hero good fantastic . finally  funny beginning end unexpected gag  cartoon scene  timeout  great fx  great cast  great landscape  great ! ! !  br however  wonder manage translate french name english german  certainly funny french language ? ? ?,63,4
0,"new rule . allow zombie movie actually come original idea.sadly  movie . premise bounty hunter kill zombie prove cut finger .  problem . people finger  collect bounty zombie ? kill regular person pass zombie finger ?  br not mention utter silliness hunt zombie bolt action rifle.i think film like resume filler makeup fx guy . "" hey  dollar recylce bottle deposit . imagine give budget ! "" think go drama school cinema school star zombie movie ? "" go school art . check "" tunnel zombie "" "" quick undead "" . "" mother proud.these wimpi zombie  crow apparently push wooden door break glass window .  wait bounty hunter open door .",119,13
0,"kim basinger star della  desperate housewife somewhat abusive husband  get trouble local mall minute christmas shopping . place hastily scrawl hateful note piece paper sticking say paper windshield car take parking space  find owner car rainbow coilition villain comprise white guy  mexican  chinese guy  black . confront note  cap helpless security guard  chase . course film della hunt hunter unleash inner bronson.i find somewhat tense little thriller . act good  scene  "" god "" bit cringe worthy badness  come undone bit sheer fact villain della chase  mind numbingly stupid . intellect give "" home "" baddie  eventual defeat savor instead meh reaction evoke . unbelievability factor willing overlook director  producer bring "" shoot em "" screen  film throw credibility window immensely fun  . film attain height film  good rights.my grade  c  br anchor bay dvd extras  commentary writer  director susan montford producer don murphy  25 half minute ' making '  trailer  tv spot film  trailer low learning",182,8
0,recent dvd release good humor man label film comedy . hardly comedy  dull indie film group loser . supposedly set 70  scant attention pay period detail  overly muted color correction take place . monotonous soundtrack serve accentuate repetitiveness film  point  add enjoyment viewing experience .  apprarently clique loser like hang location  bleacher . like packaging film comedy mean deceive people rent buying film  complete waste time .,75,6
1,"seedy street new york city  lonely punk name tromeo  keenan  little friend tattoo  pierce party time . fall beautiful rich girl name juliet  jane jenson  trouble father abusive son know  title character meet fall thing start magical . unfortunately father juliet dad want tromeo dad movie studio  love conquer stop feud ?  br hilarious gross horror comedy drama satire wacky disgusting people troma wonderful modern day william shakespeare romeo juliet . release theater 1997 get good review dark humor satire legendary story start  get good laugh  pierce  graphic violence gore head smash fire hydrant . good troma movie immortal "" toxic avenger "" "" troma war "" second  yes act little bad like troma flick stuff make movie like horror comedy  peter jackson  troma wanna comical version beloved story  btw look couple amusing appearance toxic avenger sgt . kabukiman nypd.also recommend  "" toxic avenger ""  "" meet feeble ""  "" ichi killer ""  "" animator ""  "" terror firmer ""  "" class nuke'em high ""  "" romeo juliet  1968 1996  ""  "" piece ""  "" troma war ""  "" citizen toxie  toxic avenger 4 ""  "" basket case ""  "" riki oh  story ricky ""  "" demon ""  "" new nightmare ""  "" freddy vs. jason ""  "" cabin fever ""  "" nightmare elm street ""  "" battle royale ""  "" pink flamingo ""  "" perfect blue ""  "" rabid grannie ""  "" surf nazi die ""  "" hostel ""  "" evil dead ii ""  "" serial mom ""  "" dead alive  a.k.a . braindead  ""  "" street trash "" .",310,9
1,quality entertainment . spectacle kermit bicycle s memorable cinema history . bad thing say . ton muppet  great cameo  slapstick  pun  want  . lover  dreamer  .,33,5
1,watch series see naked gun film . find well film  think film great ! series literally glue television set anticipation pun  sight gag  funny situation  night wicker place  club flamingo  . think laugh hard tv series life  see movie know joke . think shame episode produce  agree writer hard press maintain level comedy episode . overall  series like pun  bad joke  slapstick sight gag .,76,6
0,commenter say like austin power like movie . like autin power disappointed movie . film work hard  maybe hard laugh . maybe villain movie shout shout suppose funny . try flick . cross zorro scarlet pimpernel work . austin power silly intelligent  zorro gay blade lack savvy austin power  big lebowski kingpin.i keep wait laugh wait find amazed actually get pay script . 15 year daughter think movie flat . 17 year old select flick title  walk 20 minutes.it people imdb like film  lack good timing joke good comedy .,95,9
0,movie great noirish  neorealist visual  tell story refreshingly free hollywood sugar coating  possible essentially independent foreign film . scene long  wedding  especially   find exaggerated act unrealistic dialog fit stage silver screen.the dialog particularly distract  bad movie go . character italian americans italian immigrant live new york twenty thirty  dialog sound like practice line shakespeare play mixed cement lay brick . end laugh  filmmaker want . guess stilte poetry defend say character speak italian  dialog literal translation talk . absolutely work me.another line dialog laugh different reason  main character son  bear raise new york 1920  suddenly pick lovely lilting british accent . guess fact movie england.i movie ' ' effort intention  considerably low grade execution .,129,7
1,gem direct video ? fabulous art direction . mood miss beat . truman meet metropolis . excellent cast . see laura dern well  bill macy fabulous . say david paymer  meat loaf . incredible film .,38,8
0,"immediately rent watch movie year ago  friend decide define absolute zero movie scale . movie bad . day rate movie  bad one  well "" lonely lady "" are.a long time ago see interview eleanor perry  write screenplay  thing  "" summer "" "" diary mad housewife  "" relate ask write screenplay harold robbin ' book "" lonely lady . "" say send treatment reject think understand difficulty female screenwriter hollywood . say "" think get write . "" interview film movie release . die 1981  bet thing arrival heaven personally thank god save involvement result .",103,7
1,hong kong director cross hollywood movie new  temporary exodus like tsui hark  john woo  ringo lam 90s . collective output  movie  ?  impact box office . andrew lau alan mak partnership tour de force recent hk cinematic history  especially famous infernal affair trilogy remade martin scorsese depart  surprise hollywood comes knock door.but fellow collaborator mak  usually script  story duty  lau fare writer hans bauer craig mitchell ? like x file x  way story craft  character parallel draw chris carter series . richard gere claire dane pair ala david duchovny gillian anderson  belong federal investigative agency bear arm  employee protective service  chief role ensure sexual predator belong jurisdiction  keep safe society release having serve time . shepherd tend flock  flock suffer sick sexual perversion propensity violence.the parallel characterization blatantly obvious  cosmetic touch outside . like fox mulder  gere erroll babbage strange  lonely man  consume obsession quest doggedly harass flock tote line . pain fail attempt rescue miss child  like mulder pine miss sister  babbage shun colleague give march order disguise retirement plan . deep disgust people monitor  sick crime stand  qualm unorthodox method  short flying handle dish illegal  preemptive punishment . time  strong urge fight  order cross line like loathe . routine  scan newspaper tabloid clue lead objective  seek closure  salvation  possess strong belief truth  want believe.danes ' allison lowry hand  ingnue bring replace babbage . meantime learn rope job 18 day  require spy  report shenanigan  pretty like dana scully task fox mulder . disbeliever pre emptiveness holding notion discharge society cure temptation  slowly start babbage see  understand take lot desk administrative job truly want help people.and discovery world fetishe deviant sexual practice  open eye  like 8 mm star nicolas cage bring snuff film spotlight . decent investigative drama usual red herring   good one wonder guess correct  soon find fire hip prove incorrect alarming frequency  credit tight narrative  sprawl number character  watch avril lavigne cameo  sub plot . scene darken ware  shophouse akin se7en david mills william somerset raid john doe apartment find plenty bizarreness inside   give subject nature  linger much.apparently  flock decide enrique chediak cinematography good  despite strange style have style  utilize trick book try recreate feeling watch se7en  deeply steep tinge brown  doom gloom black . little  effect actually distract happen story . good  somewhat frequent repetition scene involve flashbacks.but flock make decent entertainment  x phile probably find hard picture favourite actor lead role  give similarity character . gere dane forth chemistry old fogey  heh  protg  exactly great  andrew lau manage pull enjoyable .,480,20
0,"film laud point ridiculous . "" american movie "" boring documentary bore person ordinary find equivalent corner america . take long  hard look guy fail interest make independent movie . . failure selfish pursuit real art  movie chance . america abundance well story tell . flushed critic good reason ashamed . thumb !",55,7
0,"terrible acting  terrible script  wholly unrealistic . bumblebee fly exemplify cliche sentimentalism movie studio love cram viewer ' throat . elijah wood unimaginably bad primary role  plot point contrive sappy . cook wood relationship laughable good . bad element bumblebee script . mind numbingly bad dialogue misfortune hear . bumblebee actually crawl inside ear sting eardrum preferable hear elijah wood robotically spit pseudo profound line . wish "" bumblebee project "" perform  mercifully memorie stinker .",80,8
0,people envy realise recent comedy especially one involve ben stiller less degree jack black situation spoof  steadily decline originality generally laugh . find sheer absurdity zoolander utterly hilarious release  starsky hutch enjoyable  dodgeball keep laugh go lot people  personally bite tired character especially scenario funny  comedy dodgeball tournament translate australia  rarely play  . attempt little original  envy move away absurd scenario instead revolve absurd creation jack black character  will spoil intend movie  . problem movie drag  big movie buff able think example  like set thousand time rarely successfully . instead nice  crisp  enjoyable fresh comedy  film motion . sure motion amusing  centre idea quirky provide laugh especially jack black playing excited amusing  bit 2d  creator . ben stiller hand bit lose  ask play full role ridiculous character zoolander breed movie  struggle family man  fault script  depth character result movie ben stiller typical mannerism generally tedious . performance leave imprint viewer  ben stiller  jack black manage actually portray character challenging  . annoying element movie christopher walken role ' j man '  typical dimensional character come  naturally monotonous frustrating quickly.it unbearable people think  watchable  especially right mood  feel silly good prerequisite see film  . hire movie night friend watch watch scary film feel like light hopefully somewhat tipsy . scenario imagine enjoyable  generally provide laugh carry time drag .,249,11
0,"truly awful movie . joke far pace right endurance test . thing funny come production comparison classic film "" spinal tap . ""  br avoid film plague bible itself.br  ",31,4
1,"aristocat terrific disney classic love kid . day resist watch  wonderful charming film great animation lovely song . miss animation film like aristocat  perfect voice mention hand draw animation make perfect family . aristocat witty clever  story wonderful . film irresistible  think memorable moment cat play piano learn appecio  lol  cute piano play painting.douchess kittens pamper huge mansion  mainly lady rich treat like child . lady feel time  leave cat butler . butler get angry take kittens road abondons middle . douchess kitten wake help smooth street cat thomas o'malley  head home lady  learn coolness skat cat.the aristocat perfect disney movie feel bit look . highly recommend movie kid family  enjoy . song story memorable . join movie good song "" everybody want cat ""  great tune . love dog guard farm cat abandon  cute . terrific film  watch  will disappointed.910",156,13
0,buy dvd version movie recommendation wife love version see air television . version dvd disaster . light poor non existent entire scene simply excise . instance adele bed  immediately cut scene come mid sentence night . character grace poole mason introduce  leave wonder doze minute movie.the dvd see produce platinum disc corp  6.32 gyp.be careful version movie buy ! send .,64,6
1,series lose kick bang . literally slowly decrease pace . viewer people start watch halfway bored plain confused .  br i advise people new world lose simply watch begin pt slow episode . act excellent 5 series ' plan . ? ? ? mean answer 4 year  oh  watch keep tension dialogue flow .,57,6
1,brd trilogy passion plot density lola  magic veronica voss . political musing point  shortage war  blackmarketer able control day day life  delicious moment fassbinder  play grifter  try sell complete set kleist schygulla  remark burn book provide warmth  want firewood.there clumsiness hour . scene maria room black soldier  interrupt hermann appearance quick . train scene maria meet karl oswald fall flat insult gi cringe  bad . story develop year  draw glossy  cold world .,85,5
1,"despite feeling "" star war "" fan  opinion "" return jedi "" great cinematic film create . time see  depth  intensity  special effect  move story overwhelm . film able stand test time 20 year . fill powerful action  climax original trilogy  george lucas give rouse finish "" star war "" saga "" jedi"".film summary  contain spoiler see itafter "" empire strike "" leave hang 3 long year finally find end story "" return jedi "" . darth vader  emotional turmoil make surprise visit new uncompleted death star oversee construction . emperor see film ultimate plan destroy rebel alliance bring young luke skywalker dark . luke  lando  leia  chewie  droids travel tatooine rescue frozen han solo crime lord  jabba hutt . han rescue  jabba defeat  luke return dagobah find die yoda learn awful truth  darth vader fact father . rebel hero regroup rebel fleet . join species race include mon calamari rebel plan attack destroy death star complete . lando head space attack millennium falcon  rebel hero disable death star shield generator forest moon endor . rebel happen furry  mighty ewok . intense battle  battle place luke willingly deliver vader attempt convince leave dark . emotionally charge sequence luke face father emperor lure dark emotion . young skywalker face death hand palpatine  vader turn wicked master save son life .  br filled deep timeless story good vs. evil  "" return jedi "" spectacular  emotionally charge film redeem good .",262,16
1,"love movie ! truly bizarre  extremely funny  morbid  witty . make sense tell content movie  give outcome ! know ! connect  . start subtly thing start roll fast fast culminate insane outburst imagine ! fun watch movie second time  know "" trick "" . actor excellent  especially ivan trojan  final scene real master piece ! highly recommend film  original one see !",71,8
0,"cheesy "" b "" crime thriller early ' 50  story droll  character wooden  allison hayes abbe lane sexpot eye catcher  short shot  frame long  show "" el "" train cross river state street bridge  6000 series pullman build car paint original 1950 paint scheme  deliver new 1950 . traction fan like  short make picture worthwhile . think film like  ulmer detour  d.o.a . edmund o'brien  fugitive harrison ford  film noir genre   big city crime drama  interesting fact know chicago san francisco intimately recognize street location . wise droll boring film !",106,5
1,look  possibly good movie america offer rest world . hate movie hate freedom . remember early 80 time uncertainty . economy weak  communism threaten  nuclear destruction certainty . confusion come hero  stroker ace . ned beatty performance movie show type cast dimensional victim wilderness . triumph inspiration . screen chemistry burt loni draw obvious comparison brad jennifer . jim nabors poet . movie tonight !,69,10
